hidden_size,n_hidden_layers,activation,dropout,standardize_cont,lr,mean_rmse,std_rmse
9,3,tanh,0.1,True,0.02,0.07678778394856359,0.019745952478589054
9,3,tanh,0.1,True,0.03,0.07414088278056415,0.019370151629683058
9,3,swish,0.0,True,0.01,0.06817629125559059,0.03166338046647203
9,3,swish,0.0,True,0.02,0.06500061031654396,0.021309543377107745
9,3,swish,0.0,True,0.03,0.06454431802403486,0.02299344801946246
9,3,swish,0.1,True,0.01,0.0761142902546427,0.027073086528677442
9,3,swish,0.1,True,0.02,0.06862984619913061,0.02020584154582165
9,3,swish,0.1,True,0.03,0.0649028516035087,0.021551163225507663
9,3,leakyrelu,0.0,True,0.01,0.08261530083929881,0.02250005573490954
9,3,leakyrelu,0.0,True,0.02,0.07752487564135478,0.017508449669744467
9,3,leakyrelu,0.0,True,0.03,0.0690540165856699,0.02350374843127043
9,3,leakyrelu,0.1,True,0.01,0.06832032342723851,0.009594237815194641
9,3,leakyrelu,0.1,True,0.02,0.06289542297507003,0.013946249120386995
9,3,leakyrelu,0.1,True,0.03,0.06624259097821288,0.021649478708876017
9,3,gelu,0.0,True,0.01,0.06928006332402803,0.0178946036674746
9,3,gelu,0.0,True,0.02,0.07903558021654469,0.035339173176478014
9,3,gelu,0.0,True,0.03,0.0551945653379289,0.011737094754546332
9,3,gelu,0.1,True,0.01,0.0742068244095576,0.014736521698772738
9,3,gelu,0.1,True,0.02,0.07385800884849743,0.031985033629027236
9,3,gelu,0.1,True,0.03,0.0696970863839541,0.020490366934563617
9,4,relu,0.0,True,0.01,0.07474805989190365,0.02007643401497657
9,4,relu,0.0,True,0.02,0.07945460163685017,0.02537789422999473
9,4,relu,0.0,True,0.03,0.08716363585893754,0.03410575098497076
9,4,relu,0.1,True,0.01,0.0801992384967681,0.02436681724612424
9,4,relu,0.1,True,0.02,0.07136001937084363,0.02007079513325483
9,4,relu,0.1,True,0.03,0.07698405012329793,0.014459344231259302
9,4,tanh,0.0,True,0.01,0.08620540479217947,0.02171257059239701
9,4,tanh,0.0,True,0.02,0.07470325220541049,0.023137227965114058
9,4,tanh,0.0,True,0.03,0.06314127774027209,0.012675883707155763
9,4,tanh,0.1,True,0.01,0.08810560954472453,0.029464904572378225
9,4,tanh,0.1,True,0.02,0.07064318095964607,0.01511534733323326
9,4,tanh,0.1,True,0.03,0.0731431577673888,0.01894647013254856
9,4,swish,0.0,True,0.01,0.06674349924523201,0.0193865230275812
9,4,swish,0.0,True,0.02,0.06897397224621013,0.02469673095512097
9,4,swish,0.0,True,0.03,0.07510784142992223,0.03151363468120299
9,4,swish,0.1,True,0.01,0.07202397914054451,0.016239190999790643
9,4,swish,0.1,True,0.02,0.06805836683833892,0.01986956001644016
9,4,swish,0.1,True,0.03,0.06047689189400431,0.01543123411931122
9,4,leakyrelu,0.0,True,0.01,0.08948390907913244,0.02914975967793763
9,4,leakyrelu,0.0,True,0.02,0.07354211341576347,0.025016577730746854
9,4,leakyrelu,0.0,True,0.03,0.07280519553707313,0.00951529232529156
9,4,leakyrelu,0.1,True,0.01,0.08048026674549111,0.017495871379090002
9,4,leakyrelu,0.1,True,0.02,0.0788108765778959,0.020810074864549947
9,4,leakyrelu,0.1,True,0.03,0.059408133760681985,0.011756176308150035
9,4,gelu,0.0,True,0.01,0.07055481635823932,0.018941311014427486
9,4,gelu,0.0,True,0.02,0.06812640716130766,0.025141957783628453
9,4,gelu,0.0,True,0.03,0.07404957541987581,0.02761674008682473
9,4,gelu,0.1,True,0.01,0.07974209727502254,0.033814141459168716
9,4,gelu,0.1,True,0.02,0.06875550208714959,0.01023687387378157
9,4,gelu,0.1,True,0.03,0.06542106694446635,0.017414163380549644
9,5,relu,0.0,True,0.01,0.08247919574896936,0.031314991988339716
9,5,relu,0.0,True,0.02,0.07147346522341899,0.030479485680937418
9,5,relu,0.0,True,0.03,0.07849985963463747,0.030958043726377543
9,5,relu,0.1,True,0.01,0.0899213092600063,0.028185270871985708
9,5,relu,0.1,True,0.02,0.06992871170037439,0.014340796514588932
9,5,relu,0.1,True,0.03,0.09232164533549717,0.02557201864272856
9,5,tanh,0.0,True,0.01,0.08218485219014512,0.023990787936919708
9,5,tanh,0.0,True,0.02,0.07597874987597278,0.02469756777329849
9,5,tanh,0.0,True,0.03,0.06449284531659923,0.01616606199832091
9,5,tanh,0.1,True,0.01,0.0844314104920551,0.02672517471634293
9,5,tanh,0.1,True,0.02,0.07214614079164358,0.017660007260374668
9,5,tanh,0.1,True,0.03,0.07165673115986446,0.017666712321153688
9,5,swish,0.0,True,0.01,0.061063523870294074,0.018996597684094133
9,5,swish,0.0,True,0.02,0.07418908750532363,0.029745231571876987
9,5,swish,0.0,True,0.03,0.06835252786794385,0.02674458949142921
9,5,swish,0.1,True,0.01,0.06635665701536604,0.010104385359419678
9,5,swish,0.1,True,0.02,0.07310308711938222,0.023325121613232167
9,5,swish,0.1,True,0.03,0.06953829313636503,0.015022800243825291
9,5,leakyrelu,0.0,True,0.01,0.08202399812369206,0.014738396572829519
9,5,leakyrelu,0.0,True,0.02,0.08084524661648357,0.025869334474786457
9,5,leakyrelu,0.0,True,0.03,0.07660102081591089,0.0227470271804209
9,5,leakyrelu,0.1,True,0.01,0.08787449013360209,0.03344371948289053
9,5,leakyrelu,0.1,True,0.02,0.07699189534128584,0.016043245433304237
9,5,leakyrelu,0.1,True,0.03,0.07430208411087033,0.02368433627218411
9,5,gelu,0.0,True,0.01,0.07076102624645925,0.015579082187370525
