Scenario,BatchID,accept_frac,rmse_med_curve,tau_prior_mode,mu_tau_prior,sig_tau_prior,lambda_q025,lambda_q16,lambda_med,lambda_q84,lambda_q975,tau_q025,tau_q16,tau_med,tau_q84,tau_q975,beta_q025,beta_q16,beta_med,beta_q84,beta_q975,n_q025,n_q16,n_med,n_q84,n_q975
S2_tau_prior_n1,F20,0.6297569444444445,0.015411279014193148,spline_peak,3.076755514831683,0.5,0.004497419676937884,0.005052186680095526,0.0057981635006190075,0.006850724347717325,0.008363953443381606,7.5090630802976,11.728128680762882,18.42585595129192,28.873569176500318,45.88499344761012,0.4324799176413399,0.5573578483537595,0.6833617185514361,0.8181600376454465,0.9644839526824174,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F21,0.5999375,0.030976720108737248,spline_peak,3.076755514831683,0.5,0.0022592483479369208,0.002510852475742813,0.0028627426818379734,0.003342976196165151,0.004024146082224161,6.221821742744425,9.82688327020153,15.596609818368622,24.920715369071974,39.76592942838659,0.14766023630946237,0.3310494964215619,0.5448545493150896,0.788881439116409,1.063833052172229,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F22,0.6444375,0.05416731126920086,spline_peak,2.982897065260545,0.5,0.006526594339180737,0.007380433274741124,0.00850218086286681,0.010022544440599267,0.012086603168372028,3.083523222348095,4.666706661157211,7.139172762688994,10.940817310792601,16.84771168152559,1.0002574805534377,1.151008777871191,1.3141661761058296,1.500674921676774,1.7041193837858537,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F23,0.6189097222222223,0.015092877574716277,spline_peak,3.079173895695965,0.5,0.0027424756130563425,0.0031047264677498223,0.003599321132402514,0.004301459838276459,0.005353551419959263,7.508465099385505,12.082123056582956,19.52473143071656,31.547718386914003,50.16887329005959,0.3815510920043346,0.565417775018177,0.7788832808944339,1.0084368057695174,1.2679312929359954,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F24,0.5935416666666666,0.009865365824230966,spline_peak,3.103041377102608,0.5,0.002379639541833434,0.002671579236474619,0.003098766295821592,0.003718554796585985,0.004647088919458189,8.395728755948067,13.374068183717954,21.57315621037757,35.28068732933404,57.45641559629079,0.1837505517946417,0.35510343990590015,0.5685933670842749,0.8094501105195608,1.084313292074149,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F25,0.5627013888888889,0.014018805003784848,spline_peak,-1.1549326089012948,0.5,2.2600954731778096,14.498001410979192,47.74653524596221,83.10322911416249,97.15021107459633,0.12039872895061456,0.195946215347566,0.31904574314511236,0.5172931362332474,0.8453366697351189,0.4477342539137552,2.1903074193619254,3.0879432267353693,3.557596272265739,3.914833501357155,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F26,0.5540416666666667,0.014959185291105981,spline_peak,-1.1549326089012948,0.5,2.834720288563329,15.838501155723652,49.983303623064984,84.29123379506346,97.42682872087835,0.11758234433472481,0.18986394116601302,0.31904602824234923,0.524956594197255,0.8474013292654672,0.2722297015083876,1.6712602919147208,2.8780497957712274,3.403300960801934,3.785734512243652,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F27,0.6400694444444445,0.034147522506206666,spline_peak,3.0271175337399114,0.5,0.004924941933375424,0.0054446344795896036,0.00613360333617721,0.007064919204997321,0.0083121120947369,4.404696059069518,6.7540345167055404,10.486285304900653,16.27343524781589,25.07965927521931,0.5258715482761769,0.6390177225199427,0.7597374641406178,0.8901413123603318,1.0343217455798355,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F28,0.6238402777777777,0.01125285841875523,spline_peak,3.091178841792788,0.5,0.004117581159592689,0.004633962545809797,0.005342594416267587,0.006334399428155471,0.007795715149692637,8.262291692439291,13.061132818643955,20.829997169379986,32.823831599455225,51.19553678812772,0.3316909078259071,0.4546221790803058,0.5816441837432679,0.7178635454888552,0.8637927051339319,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F29,0.5751805555555555,0.01588330322182074,spline_peak,3.0547227998318003,0.5,0.0014250574775651575,0.0016214476855116323,0.0019545769112925687,0.002460300217503249,0.00321056598715259,7.877131697851116,12.732927683659213,20.98168927717872,34.914843129294255,56.1262482368406,0.12096912928243357,0.5065329346717355,1.0893490540627928,1.8052286949019194,2.6035482142251114,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F3,0.5870625,0.014390226240648831,spline_peak,3.0194546609943425,0.5,0.0009516351749828249,0.0012879996705160292,0.0019033658650265363,0.0027886971800298367,0.0037849096363231044,8.115661236640777,12.951908978241532,21.36363930176399,34.96731842420825,56.33484807559305,1.294089202106696,3.2822191477186444,5.921073640125667,8.414614797288626,9.71320718741707,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F30,0.5677152777777779,0.01410932735489688,spline_peak,3.0839931821319135,0.5,0.0015026033917821873,0.001643413719310451,0.0018783452306815717,0.0022628136125967756,0.0028284223663835304,8.632400961822693,13.913036288573156,22.910907745430162,36.71021890295124,58.758761913375004,0.027651044576878937,0.17730198393370358,0.5120262656270981,0.9921080589634599,1.555287505917847,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F31,0.5799583333333334,0.014797518120568209,spline_peak,3.059661081472383,0.5,0.0013048214717472479,0.001483315766355567,0.0017928850982474715,0.002297193670964585,0.0031140561864418993,8.3048839738177,13.412491507445417,22.25035044127464,36.37474399729717,58.57582751549015,0.17352380005802753,0.5714624703806881,1.2538667248565516,2.148548530473155,3.2244155619590855,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F32,0.5876458333333333,0.016818802171321652,spline_peak,3.039759927155088,0.5,0.0013681215051991194,0.001617995511037341,0.0020389356144378916,0.0027279191527783747,0.003829637882998232,7.816201140361573,12.58873009225844,21.012727233825313,35.1266595001084,57.88701741997656,0.42227462202192817,1.0487151343498742,1.9224926499757187,3.0049292405017285,4.2203959789659145,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F33,0.5866250000000001,0.015729627094398065,spline_peak,3.0621211073132453,0.5,0.0016063629155918838,0.0018479271993659771,0.0022306886473004842,0.002816448895126008,0.0036917712196984967,7.775273911258282,12.583525901602453,20.948513443845737,34.88001458810421,57.84212767326486,0.2314595785954116,0.6127358194367074,1.1317439187690799,1.7483529153036428,2.423583834248828,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F34,0.6102916666666666,0.041324107662993124,spline_peak,2.993479174591082,0.5,0.003044084073794746,0.0037383712941587623,0.004386327724154469,0.005251697262094066,0.006500762788566016,4.337354107118895,6.996176226507867,11.393550477573672,18.314683203433887,29.33116633452716,0.6537806359116416,1.0135196744777115,1.2805042626974301,1.5763231826083786,1.9113457545338126,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F35,0.6065347222222223,0.016029983864627582,spline_peak,3.0694650815690037,0.5,0.00227212769013488,0.00259328732318762,0.0030637764897756305,0.003729249398590464,0.004709557277003799,7.496003492696199,12.00680647368116,19.747281423450534,32.48982643576073,52.55099989867705,0.3614302777966988,0.6143907063305365,0.9120266051970511,1.2489391008403168,1.6303191860071142,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F36,0.6005347222222222,0.010876461124507644,spline_peak,3.095940755553032,0.5,0.002318741175530267,0.002623887684710818,0.003064231041080544,0.003697436911502514,0.004652235927975491,8.515574235701708,13.491495523858775,22.062761680088094,35.91359093476692,57.45380330115376,0.24778454225356522,0.46233984369370634,0.7082618181310998,0.9904593188898937,1.2986866840899753,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F37,0.6459791666666667,0.029379680002267962,spline_peak,-0.7494675007931303,0.5,0.06022670843283003,0.07077172125702418,0.08481434850144982,0.10326349828096318,0.12722422041627066,0.17153650014295582,0.277142366667493,0.4542775726065407,0.7450173818349393,1.2089817131608487,2.5213880977548544,2.6994812115917433,2.8934082464230624,3.1052959268956406,3.3284759133669186,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F38,0.598388888888889,0.01233899886310756,spline_peak,-1.0007819290740363,0.5,2.713610356376414,14.745284985076667,47.65623176944597,82.73668587225019,97.11704624563907,0.1357125010614852,0.22494673195097253,0.3726291215012979,0.6136917205726748,0.9835227646659588,2.43502643095095,3.075382823683494,3.5498350115921147,3.9217302183367275,4.231203497123736,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F39,0.5987083333333333,0.02877634382888421,spline_peak,3.003950474458377,0.5,0.001794777271451124,0.002131547916680332,0.002622937150638463,0.003345732483041525,0.004394652959170388,6.4192178138847735,10.260375879615985,16.700711089382448,27.581116191974374,45.394950587334144,0.4905789649658779,0.9899420636417975,1.5638081113803504,2.231290821458203,2.957277561483015,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F4,0.6102222222222222,0.01492004017318468,spline_peak,3.067023077913452,0.5,0.002074178193403109,0.0024040047615906538,0.0028849991919651357,0.003587120037395625,0.004671546684510074,7.643651974371368,12.25375085258863,20.13381560472981,33.05012169669943,54.37603167106529,0.4891200127581741,0.8292215686914167,1.2318853452584226,1.6961080605317322,2.2141629348702936,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F40,0.5743055555555556,0.013714666428855889,spline_peak,3.059661081472383,0.5,0.0011580851244767242,0.0013723647263920167,0.0017603015214207403,0.002401295078431537,0.0035171428910279554,8.438024136779651,13.75254419684163,22.71145552658959,38.16309979635782,62.94476894742624,0.2538992324142242,0.95470129971274,2.029899694786626,3.3907831274248625,5.03227930435813,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F41,0.5862291666666667,0.01563941832236177,spline_peak,3.067023077913452,0.5,0.0018118886303904692,0.0020632776257262482,0.0024382911845294776,0.0030018890438524705,0.0037829828724258085,7.660771025802672,12.378231959834077,20.126628450921057,32.93236905963288,53.29675240633945,0.19093834666177847,0.48267433439868984,0.8650816639429401,1.3220781659345802,1.8010303306217272,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F42,0.5684583333333334,0.01323111491870415,spline_peak,3.0694650815690037,0.5,0.0012811023894079016,0.0014745547261586537,0.0018293475731521714,0.002396276494840492,0.003283084661296196,8.307650665320514,13.505083780006476,22.24078958578533,37.2498590899616,60.57590472419106,0.13079636846684806,0.6402299931705028,1.4218236042342212,2.4073041196165166,3.560750408710533,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F43,0.5667222222222222,0.012540811780877906,spline_peak,3.0863941436694518,0.5,0.0016896833674570897,0.0018862849492643947,0.002219869874340981,0.002720592791652565,0.003439505326241461,8.385891653342862,13.397941604816278,21.93327723667486,35.43213889162548,56.72419400967127,0.06552917561150255,0.31458133360435103,0.6948829687114504,1.148262307641749,1.6405779204738864,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F44,0.6104652777777778,0.013402200276479242,spline_peak,3.079173895695965,0.5,0.002479732867707229,0.0028432819003055398,0.0033458753201500257,0.004092527932145698,0.005214247485102839,8.022468532372852,12.869511821592734,20.868995267259837,34.30451121880163,56.42395584525168,0.4182912644787818,0.6608207996249669,0.9348127981449483,1.2408705373858473,1.5768250647577915,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F45,0.5709791666666667,0.014445482278014317,spline_peak,3.064575096274812,0.5,0.001304901433966143,0.0014724001099247724,0.0017647487640944743,0.0022225076737538386,0.002956830114666927,8.313469371499725,13.737300653198675,22.772105439742546,36.87241841184763,59.453306112398224,0.08577536029781706,0.44005622921530174,1.0598546648063016,1.8635313376719984,2.819969590991577,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F46,0.6325347222222223,0.04220932727522468,spline_peak,2.982897065260545,0.5,0.0032820181518967853,0.0038745377582930416,0.004701119599147363,0.0059666904366215846,0.00791536137532158,4.837927233624137,7.624551253465205,12.283043226162908,19.716554181490295,32.12721942718012,1.1980248092581964,1.53825505178668,1.932832310878021,2.4020368041686093,2.927480067796212,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F47,0.5845069444444445,0.0178973329338135,spline_peak,3.0447724689786324,0.5,0.0015006342918830215,0.0017401687270182952,0.0021131186722092837,0.002700074774429033,0.003615301040136546,7.600136974372071,12.277752425713265,20.21049081617364,33.175158177671264,54.559080866606955,0.24328000828847748,0.6965144955989103,1.3043571485915992,2.0420314297643993,2.8761552792303826,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F48,0.5761944444444445,0.015653220261749198,spline_peak,3.0547227998318003,0.5,0.0013558404175627815,0.0015810096262399923,0.0019667350508764544,0.0025809376427089266,0.003566296826002333,7.809374974052028,12.760451993416023,21.399553851552476,35.75109342586405,59.05518428803136,0.23896423003100542,0.7486536920747758,1.531053333666989,2.476055412590746,3.549966071680242,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F49,0.5528611111111111,0.024337674101455372,spline_peak,-1.0007819290740363,0.5,0.351445092971128,0.9475421607517059,8.144984487802283,53.864103616676935,91.23976838091505,0.14300618858078318,0.23066633650037788,0.3830974653233826,0.6354037350086649,1.0589290256260249,2.0258658391038242,2.6313855459764683,3.6205211330413976,4.396466997390709,4.793460518541809,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F5,0.5905833333333333,0.013821688184018766,spline_peak,3.029658831168584,0.5,0.0009630214321409282,0.001255905451911971,0.0018094740644001876,0.0026764813656569384,0.0037143192666825586,8.115755298883997,13.348776045053322,22.165774489169078,36.62647523191091,59.02176000889257,1.1569680342930369,2.87870263701117,5.310692435218666,7.933890852020475,9.605198739407093,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F50,0.6370069444444445,0.010098080752983343,spline_peak,-0.8672505364495138,0.5,0.09487837789782042,0.11929848166032365,0.1544781458577092,0.2120500280441896,0.31007290411978083,0.16379387618838534,0.26794975944448035,0.44425826713596195,0.740720536090849,1.1972446678799145,1.2241797092183249,1.4854774185225599,1.7485400652241256,2.016102746770445,2.2999236464441952,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F51,0.5629930555555557,0.01044630293296053,spline_peak,3.110091935099275,0.5,0.0018607462050258658,0.002020036034998383,0.0022944989460283467,0.0027230193793237392,0.0033891191783666534,9.527212145593808,15.076717864047772,24.132927429802997,38.64442488482907,61.142272891925906,0.024525060370579856,0.1292387361374343,0.3516976389164226,0.6459670698605733,0.9897975914477452,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F52,0.5684027777777777,0.01082179014798602,spline_peak,3.1053970907950674,0.5,0.0018649489589450889,0.002051348364670083,0.0023553970190907155,0.0028383746162438397,0.0035720606266321773,8.895539148735539,14.418833631313783,23.42975358175777,38.19900112226957,62.36259375387772,0.044312819053440484,0.19975188632865143,0.4590386857979528,0.79055925393636,1.1565750938003443,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F53,0.560263888888889,0.009381113185476742,spline_peak,3.1170931305582585,0.5,0.0018591109125847972,0.0020201348008468444,0.0022980898897272837,0.0027266032737114335,0.0033999580523768527,9.762360779194642,15.332721165446713,24.36247392203147,39.50349885157245,63.81519697199142,0.021133081488100357,0.13379861804666113,0.3662877632740268,0.6650345395444226,0.9969377136641883,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F54,0.58425,0.009693896960074085,spline_peak,3.1053970907950674,0.5,0.0021996379150944884,0.0024566764674906513,0.0028515112087481058,0.003411969328196214,0.004227782318432435,8.697107191895958,13.930299119843705,22.609565328593344,36.802166187715386,58.75934040000162,0.11485902562080158,0.29109825455639454,0.5165840398693005,0.7709526200952159,1.0444344624680266,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F55,0.5638680555555555,0.01009134961383141,spline_peak,3.1124311174524473,0.5,0.0017869635497327514,0.0019469990715666307,0.0022134644542353373,0.0026336475203772255,0.0032819768930120448,9.597131803415632,15.03777396517636,24.387037090068887,39.123494496891745,61.36659680808346,0.024618502001519268,0.1376305154040005,0.3846152210755297,0.7080539895080045,1.079627910014005,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F56,0.5784305555555556,0.011237356247725993,spline_peak,3.103041377102608,0.5,0.002039336830649433,0.002273206944770484,0.0026121634675359633,0.0031150283515442158,0.003845761249785624,8.378259749518003,13.389344422730346,21.677153331918724,35.0352732362352,55.94332031547743,0.08041843373741948,0.2574157226754737,0.49768800222937065,0.7749537764728139,1.0863563481243492,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F57,0.5753541666666667,0.01149687489450097,spline_peak,3.0983132359066623,0.5,0.0020600272044572323,0.002286303318652118,0.0026357810415220916,0.0031414296981599537,0.003872264928056091,8.390254861909337,13.298518685784142,21.398933465197363,34.38031601789576,55.57425524878959,0.07262554867627381,0.23951477859433007,0.47856160311443174,0.7571273011538711,1.05269604424931,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F58,0.5848472222222222,0.011731909392444976,spline_peak,3.095940755553032,0.5,0.0021036663534683554,0.0023608290203866126,0.002744593201986955,0.003292283296398244,0.004113211491189775,8.11352571718796,13.033374275223029,20.955988760653582,33.89493769944017,54.89153516082976,0.12285960140141208,0.3279931691652665,0.5873730663392966,0.8812101158176174,1.209055002002976,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F59,0.6048819444444444,0.009246627828087871,spline_peak,3.1053970907950674,0.5,0.0025475018399363364,0.0028670978605602536,0.0033220683186648723,0.00397164829824717,0.004902930637002042,8.658151159508304,13.818593929654716,22.1151169668158,35.8127753834471,56.44419491327516,0.24761056880830862,0.42003704776086975,0.6205267130614633,0.8521943564445358,1.097432776228238,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F6,0.60375,0.018994993086307036,spline_peak,3.003950474458377,0.5,0.0014536277202495526,0.002018881191703426,0.00300891555805866,0.004631196201984084,0.006609295920826854,7.5982226019522034,12.401140950065463,20.676787794120077,34.23346155785501,56.58848103228105,2.1043732119455547,3.8088347646639398,5.892186673176059,8.081484861258746,9.570841322732234,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F60,0.5697430555555556,0.009996489073377484,spline_peak,3.110091935099275,0.5,0.0021526718133344645,0.00236009223273104,0.002688138540155644,0.003170730829863901,0.003866779370427754,8.730137080669955,13.993159404203082,22.22677124320425,35.533786965405035,56.372903992139825,0.04435301784083309,0.17322059853160302,0.36813420251710954,0.6017139029691435,0.8595966112557644,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F61,0.5732708333333333,0.0120999909398035,spline_peak,3.1053970907950674,0.5,0.002137408777337854,0.0023406408894626586,0.002670453912406949,0.0031516708393302564,0.003836237074139194,8.389148662914566,13.241745705795006,21.120875139613172,33.82978717037144,52.7973760170541,0.045701658094405156,0.17791463755951875,0.3797320059626607,0.6151616327825129,0.8847583424147851,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F62,0.5828194444444444,0.010327465546184586,spline_peak,3.1053970907950674,0.5,0.002237291741448228,0.002480091772040299,0.0028357890121938575,0.003369549249842131,0.004099591829530778,8.681933541019239,13.876570783302924,22.152651007874148,35.61487990708196,56.734425143674116,0.0834722014464037,0.23654301395875124,0.4353846327541344,0.6647282396049093,0.9131279959794624,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F63,0.5669722222222222,0.01117226765203279,spline_peak,3.103041377102608,0.5,0.002017737134771804,0.0022070336459130233,0.002520978791861487,0.003007888016514968,0.003690690242539572,8.62639684223738,13.803964287158875,22.078479462250503,35.57102963810551,57.26495117072118,0.04107761690654244,0.17318206180579515,0.39956649563482105,0.6711752886226329,0.9701524322680009,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F64,0.6037638888888889,0.01281511462074554,spline_peak,3.091178841792788,0.5,0.0024965392484788485,0.0027892577080563985,0.0032007014978164823,0.003784611562790792,0.004612479820896442,7.913885272384956,12.555283120936659,20.19591826598368,32.17550463035118,50.95717492530379,0.20164284102661373,0.3612054558218641,0.5517645043817199,0.768493241396614,1.0052308850356908,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F65,0.6065625,0.0112101243657539,spline_peak,3.0983132359066623,0.5,0.0026775874412908723,0.003005398320684947,0.00345614716108253,0.0041090978746946925,0.0050956130069484,8.295146935449386,13.118264610292721,21.027886937215705,33.893182966394015,54.76323941956789,0.22295143191739347,0.37900911858711106,0.5560613823552255,0.7530169814986596,0.9660847046785357,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F66,0.6021111111111112,0.01317863364493996,spline_peak,3.091178841792788,0.5,0.002578853490099299,0.002881392160418112,0.003302033192189498,0.003921209880424028,0.004759149312051118,7.891385847055246,12.355380899836126,19.84388296658694,32.22361148961967,51.25170310808245,0.19401379903720825,0.3515956917656061,0.5283804670004781,0.7317519706306118,0.9489673035590789,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F67,0.5861805555555556,0.01010406479772305,spline_peak,3.1053970907950674,0.5,0.002433609662979117,0.002729201539470873,0.0031451527072674313,0.003748188517604091,0.00460518442033322,8.202623575656483,13.344254770213583,21.620070628124747,35.08909235826187,56.51484722752291,0.12362851873855742,0.2789678752720007,0.46312950581215134,0.669413208568624,0.8941948515309991,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F68,0.5664236111111111,0.010369977047632511,spline_peak,3.1147648407986672,0.5,0.0018960811396891355,0.0020595665368483506,0.00233099276006597,0.0027599834736020423,0.0034062608830601423,9.331604749904235,14.734033370483838,23.859049612617547,38.22963460809355,61.089062922336026,0.025928735356784104,0.13291605772302606,0.34457788852780596,0.6293244049833924,0.9557410399272261,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F69,0.5735416666666667,0.009847027752183756,spline_peak,3.1147648407986672,0.5,0.0022890907697352306,0.0025215436809607828,0.0028624909536661795,0.0033660385490747033,0.004204265066943628,8.537387476789931,13.710895872757924,22.085366645435556,35.06133684283217,57.551174369364,0.05759020742223558,0.1811733476772662,0.3477301760511815,0.5544902647578647,0.7922972283598194,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F7,0.6124375000000001,0.021489306966367593,spline_peak,3.034722133125131,0.5,0.0020576048920408346,0.002428764515961034,0.00297462852854542,0.0037880171015103195,0.005067562114608985,6.819578942032376,11.183848619086874,18.405358882903528,30.08860461437597,49.15350050991739,0.6880966259877301,1.1170432609166612,1.6306557506301065,2.223316390245691,2.8864368527996587,1.0,1.0,1.0,1.0,1.0
