BatchID,param,grid_value,grid_log,sse_prof,delta_sse,sse_min,delta_star_95
F14,lambda,6808.852906959264,8.825978942511963,0.0003887558040949024,-1.5187204196066145e-11,0.0003887558192821066,0.0002488037243405482
F14,lambda,8251.577368575823,9.018159657244073,0.0003887557913223591,-2.7959747473001173e-11,0.0003887558192821066,0.0002488037243405482
F14,lambda,10000.00000000001,9.210340371976184,0.0003887557807830578,-3.849904878401589e-11,0.0003887558192821066,0.0002488037243405482
F14,tau,63629.0467297289,11.060825354655066,0.00038876882790880185,1.3008626695266111e-08,0.0003887558192821066,0.0002488037243405482
F14,tau,89828.08364459655,11.405652940861962,0.00038876500789618247,9.18861407588848e-09,0.0003887558192821066,0.0002488037243405482
F14,tau,126814.4821583596,11.75048052706886,0.00038876230212472526,6.482842618683957e-09,0.0003887558192821066,0.0002488037243405482
F14,tau,179029.9005901178,12.095308113275756,0.0003887603855658175,4.566283710904281e-09,0.0003887558192821066,0.0002488037243405482
F14,tau,252744.83449991845,12.440135699482653,0.00038875902801117343,3.2087290668470284e-09,0.0003887558192821066,0.0002488037243405482
F14,tau,356811.6340110236,12.784963285689548,0.0003887580664120263,2.2471299196955875e-09,0.0003887558192821066,0.0002488037243405482
F14,tau,503727.573374632,13.129790871896445,0.0003887573852772092,1.5659951026355222e-09,0.0003887558192821066,0.0002488037243405482
F14,tau,711135.6357008695,13.474618458103341,0.0003887569028040059,1.0835218993191474e-09,0.0003887558192821066,0.0002488037243405482
F14,tau,1003943.2405411934,13.819446044310238,0.00038875656104978755,7.417676809698577e-10,0.0003887558192821066,0.0002488037243405482
F14,tau,1417313.3501248334,14.164273630517135,0.0003887563189711254,4.996890188408397e-10,0.0003887558192821066,0.0002488037243405482
F14,tau,2000887.1531016151,14.509101216724032,0.0003887561474973315,3.282152249094693e-10,0.0003887558192821066,0.0002488037243405482
F14,tau,2824745.423511644,14.853928802930927,0.0003887560260353963,2.0675328972746126e-10,0.0003887558192821066,0.0002488037243405482
F14,tau,3987824.448410943,15.198756389137824,0.00038875593999891303,1.2071680645115573e-10,0.0003887558192821066,0.0002488037243405482
F14,tau,5629797.184191629,15.54358397534472,0.0003887558790564345,5.977432790274864e-11,0.0003887558192821066,0.0002488037243405482
F14,tau,7947846.437363002,15.888411561551617,0.0003887558358919409,1.6609834330421486e-11,0.0003887558192821066,0.0002488037243405482
F14,tau,11220344.343714394,16.233239147758514,0.00038875580530788994,-1.39742166406151e-11,0.0003887558192821066,0.0002488037243405482
F14,tau,15840281.790005794,16.57806673396541,0.00038875578364938547,-3.56327211118411e-11,0.0003887558192821066,0.0002488037243405482
F14,tau,22362462.2828399,16.922894320172308,0.0004913463570548482,0.0001025905377727416,0.0003887558192821066,0.0002488037243405482
F14,tau,31570127.727585983,17.267721906379204,0.0008370468812597821,0.0004482910619776755,0.0003887558192821066,0.0002488037243405482
F14,tau,44569017.13819332,17.6125494925861,0.0013639519832580338,0.0009751961639759272,0.0003887558192821066,0.0002488037243405482
F14,tau,62920153.69101137,17.957377078792998,0.002023040165040567,0.0016342843457584604,0.0003887558192821066,0.0002488037243405482
F14,tau,88827306.3824843,18.302204664999895,0.002777596330613449,0.0023888405113313424,0.0003887558192821066,0.0002488037243405482
F14,tau,125401638.36718184,18.647032251206788,0.0035998696775981494,0.0032111138583160426,0.0003887558192821066,0.0002488037243405482
F14,tau,177035323.32118994,18.991859837413685,0.004468727599889934,0.0040799717806078275,0.0003887558192821066,0.0002488037243405482
F14,tau,249928997.03326735,19.33668742362058,0.005367981937357631,0.004979226118075524,0.0003887558192821066,0.0002488037243405482
F14,tau,352836385.33948094,19.68151500982748,0.006285177506706418,0.005896421687424311,0.0003887558192821066,0.0002488037243405482
F14,tau,498115529.99934494,20.026342596034375,0.00721070383879665,0.006821948019514543,0.0003887558192821066,0.0002488037243405482
F14,tau,703212853.1409847,20.371170182241272,0.008137136073329092,0.007748380254046986,0.0003887558192821066,0.0002488037243405482
F14,tau,992758280.0386378,20.71599776844817,0.009058740885454419,0.008669985066172312,0.0003887558192821066,0.0002488037243405482
F14,tau,1401523021.3485317,21.060825354655066,0.009971102346874011,0.009582346527591904,0.0003887558192821066,0.0002488037243405482
F14,n,0.010000000000000004,-4.605170185988091,0.004285199304935199,0.003896443485653092,0.0003887558192821066,0.0002488037243405482
F14,n,0.01268961003167923,-4.366971728092155,0.004209560645764267,0.00382080482648216,0.0003887558192821066,0.0002488037243405482
F14,n,0.016102620275609394,-4.12877327019622,0.004115019335983649,0.0037262635167015423,0.0003887558192821066,0.0002488037243405482
F14,n,0.020433597178569424,-3.890574812300284,0.003997344204127292,0.0036085883848451855,0.0003887558192821066,0.0002488037243405482
F14,n,0.025929437974046683,-3.652376354404348,0.0038516593887704706,0.003462903569488364,0.0003887558192821066,0.0002488037243405482
